date,strategy_id,strategy_type,active_legs,pnl_booked
2024-12-03,20241203_NIFTY_2024-12-05 00:00:00_Strangle_24500.0_CE_-1|23800.0_PE_-1,Strangle,24500.0-CE--25;23800.0-PE--25,822.5
2024-12-03,20241203_NIFTY_2024-12-05 00:00:00_Naked Put Sell_24200.0_PE_-1,Naked Put Sell,24200.0-PE--25,0.0
2024-12-04,20241204_NIFTY_2024-12-05 00:00:00_Strangle_24500.0_CE_-1|24200.0_PE_-1,Strangle,24500.0-CE--25;24200.0-PE--25,0.0
2024-12-05,20241205_NIFTY_2024-12-05 00:00:00_Strangle_24500.0_CE_-1|24200.0_PE_-1,Strangle,24500.0-CE--25;24200.0-PE--25,-60.0
2024-12-19,20241219_NIFTY_2024-12-19 00:00:00_Naked Call Buy_24000.0_CE_1,Naked Call Buy,24000.0-CE-50,-1027.5
2025-01-06,20250106_NIFTY_2025-01-09 00:00:00_Bull Put Spread_23750.0_PE_-1|23950.0_PE_1,Bull Put Spread,23750.0-PE--75;23950.0-PE-75,3300.0
2025-01-08,20250108_NIFTY_2025-01-09 00:00:00_Naked Put Buy_23550.0_PE_1,Naked Put Buy,23550.0-PE-75,0.0
2025-01-09,20250109_NIFTY_2025-01-09 00:00:00_Naked Put Buy_23550.0_PE_1,Naked Put Buy,23550.0-PE-75,0.0
2025-01-17,20250117_NIFTY_2025-01-23 00:00:00_Bear Call Spread_23200.0_CE_-1|23400.0_CE_1,Bear Call Spread,23200.0-CE--75;23400.0-CE-75,0.0
2025-01-20,20250120_NIFTY_2025-01-23 00:00:00_Bear Call Spread_23200.0_CE_-1|23400.0_CE_1,Bear Call Spread,23200.0-CE--75;23400.0-CE-75,0.0
2025-01-21,20250121_NIFTY_2025-01-23 00:00:00_Bear Call Spread_23200.0_CE_-1|23400.0_CE_1,Bear Call Spread,23200.0-CE--75;23400.0-CE-75,0.0
2025-01-22,20250122_NIFTY_2025-01-23 00:00:00_Bear Call Spread_23200.0_CE_-1|23400.0_CE_1,Bear Call Spread,23200.0-CE--75;23400.0-CE-75,4012.5
2025-01-24,20250124_NIFTY_2025-01-30 00:00:00_Strangle_23400.0_CE_-1|22700.0_PE_-1,Strangle,23400.0-CE--25;22700.0-PE--25,0.0
2025-01-27,20250127_NIFTY_2025-01-30 00:00:00_Strangle_23400.0_CE_-1|22700.0_PE_-1,Strangle,23400.0-CE--25;22700.0-PE--25,0.0
2025-01-28,20250128_NIFTY_2025-01-30 00:00:00_Strangle_23400.0_CE_-1|22700.0_PE_-1,Strangle,23400.0-CE--25;22700.0-PE--25,-405.0
2025-01-29,20250129_NIFTY_2025-01-30 00:00:00_Naked Call Sell_23400.0_CE_-1,Naked Call Sell,23400.0-CE--25,0.0
2025-01-30,20250130_NIFTY_2025-01-30 00:00:00_Naked Call Sell_23400.0_CE_-1,Naked Call Sell,23400.0-CE--25,1461.25
2025-02-03,20250203_NIFTY_2025-02-06 00:00:00_Naked Put Buy_23450.0_PE_1,Naked Put Buy,23450.0-PE-75,2430.0
2025-02-10,20250210_NIFTY_2025-02-13 00:00:00_Bear Call Spread_23700.0_CE_-1|24000.0_CE_1,Bear Call Spread,23700.0-CE--75;24000.0-CE-75,0.0
2025-02-11,20250211_NIFTY_2025-02-13 00:00:00_Bear Call Spread_23700.0_CE_-1|24000.0_CE_1,Bear Call Spread,23700.0-CE--75;24000.0-CE-75,3056.25
2025-02-11,20250211_NIFTY_2025-02-13 00:00:00_Naked Put Buy_23300.0_PE_1,Naked Put Buy,23300.0-PE-75,9438.75
2025-02-18,20250218_NIFTY_2025-02-20 00:00:00_Bear Call Spread_23050.0_CE_-1|23300.0_CE_1,Bear Call Spread,23050.0-CE--75;23300.0-CE-75,0.0
2025-02-19,20250219_NIFTY_2025-02-20 00:00:00_Bear Call Spread_23050.0_CE_-1|23300.0_CE_1,Bear Call Spread,23050.0-CE--75;23300.0-CE-75,0.0
2025-02-20,20250220_NIFTY_2025-02-20 00:00:00_Bear Call Spread_23050.0_CE_-1|23300.0_CE_1,Bear Call Spread,23050.0-CE--75;23300.0-CE-75,2977.5
2025-02-24,20250224_NIFTY_2025-02-27 00:00:00_Bear Call Spread_22800.0_CE_-1|23000.0_CE_1,Bear Call Spread,22800.0-CE--75;23000.0-CE-75,0.0
2025-02-25,20250225_NIFTY_2025-02-27 00:00:00_Bear Call Spread_22800.0_CE_-1|23000.0_CE_1,Bear Call Spread,22800.0-CE--75;23000.0-CE-75,2257.5
2025-02-28,20250228_NIFTY_2025-03-06 00:00:00_Naked Call Buy_22500.0_CE_1,Naked Call Buy,22500.0-CE-75,-6303.75
2025-02-28,20250228_NIFTY_2025-03-06 00:00:00_Naked Call Buy_22500.0_CE_1,Naked Call Buy,22500.0-CE-75,-6303.75
2025-03-03,20250303_NIFTY_2025-03-06 00:00:00_Bear Call Spread_22150.0_CE_-1|22300.0_CE_1,Bear Call Spread,22150.0-CE--75;22300.0-CE-75,0.0
2025-03-04,20250304_NIFTY_2025-03-06 00:00:00_Bear Call Spread_22150.0_CE_-1|22300.0_CE_1,Bear Call Spread,22150.0-CE--75;22300.0-CE-75,0.0
2025-03-05,20250305_NIFTY_2025-03-06 00:00:00_Bear Call Spread_22150.0_CE_-1|22300.0_CE_1,Bear Call Spread,22150.0-CE--75;22300.0-CE-75,0.0
2025-03-06,20250306_NIFTY_2025-03-06 00:00:00_Bear Call Spread_22150.0_CE_-1|22300.0_CE_1,Bear Call Spread,22150.0-CE--75;22300.0-CE-75,-7192.5
2025-03-25,20250325_NIFTY_2025-03-27 00:00:00_Naked Call Buy_23800.0_CE_1,Naked Call Buy,23800.0-CE-75,1942.5
